column,modality,weight,weight_std,weight_pct
unimol_similarity,UniMol_sim,0.23164963477063893,0.006030881287666327,23.16496347706389
vina_score,Vina,0.2192035698626448,0.014892155762208911,21.920356986264476
drugban_affinity,DrugBAN,0.21680591943297692,0.014540774391742757,21.680591943297692
boltz_confidence,Boltz_confidence,0.11230226108751877,0.015990293080586093,11.230226108751879
boltz_affinity,Boltz_affinity,0.03681094195809885,0.015229729209114556,3.681094195809885
graphdta_ki,GraphDTA_Ki,0.03201813289177667,0.003727967840375921,3.201813289177667
moltrans_affinity,MolTrans,0.03056710904121494,0.0012680943668113359,3.056710904121494
tankbind_affinity,TankBind,0.03042531136460198,0.0005829240452237275,3.042531136460198
graphdta_kd,GraphDTA_Kd,0.030217119590781265,0.0004854941642338517,3.0217119590781265
mltle_pKd,MLTLE_pKd,0.03,0.0,3.0
graphdta_ic50,GraphDTA_IC50,0.03,0.0,3.0
