column,modality,weight,weight_std,weight_pct
unimol_similarity,UniMol_sim,0.2331807809066838,0.0018127441346097318,23.318078090668376
drugban_affinity,DrugBAN,0.19987654296071464,0.012163058167843925,19.98765429607146
vina_score,Vina,0.19501867065578266,0.03884148639657763,19.501867065578267
boltz_confidence,Boltz_confidence,0.149131560964474,0.03835600426760851,14.913156096447398
tankbind_affinity,TankBind,0.03916271153269621,0.01322488089032635,3.9162711532696206
moltrans_affinity,MolTrans,0.03233225183427253,0.0035250101352212104,3.2332251834272534
graphdta_kd,GraphDTA_Kd,0.030532456288459835,0.0011906084560434327,3.0532456288459837
boltz_affinity,Boltz_affinity,0.03052556899457983,0.00117520799874672,3.0525568994579833
mltle_pKd,MLTLE_pKd,0.03023945586232349,0.0005354395857661547,3.0239455862323488
graphdta_ki,GraphDTA_Ki,0.03,0.0,3.0
graphdta_ic50,GraphDTA_IC50,0.03,0.0,3.0
