column,modality,weight,weight_std,weight_pct
unimol_similarity,UniMol_sim,0.23525337099939425,0.0022837380906072582,23.525337099939424
drugban_affinity,DrugBAN,0.2103081488879938,0.014740695488337016,21.030814888799377
boltz_confidence,Boltz_confidence,0.17985705127511503,0.03702976360169871,17.9857051275115
vina_score,Vina,0.16174098475662207,0.04597472160985183,16.174098475662205
boltz_affinity,Boltz_affinity,0.031105471247336876,0.001516773003531346,3.1105471247336878
moltrans_affinity,MolTrans,0.030744052554433954,0.0016637520905466855,3.074405255443396
graphdta_ic50,GraphDTA_IC50,0.0306234080533798,0.001393982785078049,3.0623408053379797
mltle_pKd,MLTLE_pKd,0.030367512225633737,0.0005034716488097088,3.0367512225633737
graphdta_kd,GraphDTA_Kd,0.03,0.0,3.0
graphdta_ki,GraphDTA_Ki,0.03,0.0,3.0
tankbind_affinity,TankBind,0.03,0.0,3.0
